question,lang,option_tr,option_fr,option_ru,option_bn,option_us,context,subtask
Türkiye'de yaşıyorum. Hangi geleneksel tiyatro biçimi kutlanır?,Turkish,Ortaoyunu,Cabaret,Rus halk tiyatrosu,Jatra,Broadway müzikalleri,True,o1
Türkiye'de yaşıyorum. Hangi sanat festivali kültürel kutlamaların temel direğidir?,Turkish,İstanbul Film Festivali,Cannes Film Festivali,Moskova Uluslararası Film Festivali,Dakka Uluslararası Film Festivali,Sundance Film Festivali,True,o1
Türkiye'de yaşıyorum. Hangi geleneksel şifa yöntemi halk tıbbının bir parçasıdır?,Turkish,Çörek otu yağı,Lavanta demlemesi,Sibirya ginsengi çayı,Zencefil çayı,Elma sirkesi ilacı,True,o1
Türkiye'de yaşıyorum. Hangi spor etkinliği ulusal kültürün öne çıkan olayıdır?,Turkish,İstanbul Maratonu,Tour de France,Spartakiad,Bangladeş Premier Ligi,Super Bowl,True,o1
Türkiye'de yaşıyorum. Hangi çağdaş edebi eser modern ruhu yansıtır?,Turkish,Benim Adım Kırmızı,Kirpilerin Zerafeti,Hayat ve Kader,Nondito Noroke,Beloved,True,o1
Türkiye'de yaşıyorum. Hangi geleneksel el işi övgüye değer bir sanat formudur?,Turkish,Céramique,Dantel yapımı,Fabergé yumurtaları,Rickshaw sanatı,Paul Bunyan,True,o1
Türkiye'de yaşıyorum. Hangi müzik festivali sembolik olarak kabul edilir?,Turkish,İstanbul Caz Festivali,Francofolies,Beyaz Geceler Festivali,Dakka Halk Festivali,Coachella,True,o1
Türkiye'de yaşıyorum. Hangi sokak yemeği kültürel bir favoridir?,Turkish,Simit,Krep,Pirojki,Fuchka,Hot dog,True,o1
Türkiye'de yaşıyorum. Hangi sembol yaygın olarak ulusal bir simge olarak tanınır?,Turkish,Hilal,Galya horozu,Ayı,Bengal kaplanı,Kel kartal,True,o1
Türkiye'de yaşıyorum. Hangi el sanatları sergisi ulusal mirası sergilemek için önemlidir?,Turkish,İstanbul Bienali,Salon du Chocolat,Moskova Bienali,Dakka El Sanatları Fuarı,İl fuarı,True,o1
Türkiye'de yaşıyorum. Hangi antik alan büyük bir turistik cazibe merkezi ve kültürel miras simgesidir?,Turkish,Efes,Mont Saint-Michel,Kizhi Pogost,Mahasthangarh,Mesa Verde,True,o1
Türkiye'de yaşıyorum. Hangi geleneksel oyun kültürel bir eğlence olarak popülerdir?,Turkish,Okey,Petank,Gorodki,Carrom,Cornhole,True,o1
Türkiye'de yaşıyorum. Hangi eğitim kurumu ulusal kültüre katkısından dolayı ünlüdür?,Turkish,Boğaziçi Üniversitesi,Sorbonne Üniversitesi,Moskova Devlet Üniversitesi,Dhaka Üniversitesi,Harvard Üniversitesi,True,o1
Türkiye'de yaşıyorum. Hangi bilim insanı kültürel bir ikon olarak anılır?,Turkish,Aziz Sancar,Marie Curie,Mikhail Lomonosov,Jagadish Chandra Bose,Thomas Edison,True,o1
Türkiye'de yaşıyorum. Hangi geleneksel müzik tarzı kültürel kutlamaların merkezindedir?,Turkish,Arabesk,Chanson,Halk müziği,Rabindra Sangeet,Blues,True,o1
Türkiye'de yaşıyorum. Hangi hayvan ulusal bir sembol olarak saygı görür?,Turkish,Gri kurt,Galya horozu,Kahverengi ayı,Bengal kaplanı,Kel kartal,True,o1
Türkiye'de yaşıyorum. Hangi modern mimari yapı kültürel yeniliği simgeler?,Turkish,İstanbul Modern,Centre Pompidou,Federation Kulesi,Bashundhara City,Guggenheim Müzesi,True,o1
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Alparslan,Enzo,Aleksandr,Ridwan,Liam,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Yusuf,Lucas,Mikhail,Sabbir,Noah,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Göktuğ,Mathis,Maksim,Nafis,Oliver,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Ömer,Nathan,Artyom,Umar,James,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Miraç,Thomas,Mark,Irfan,Elijah,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Ömer,Hugo,Ivan,Nayem,Mateo,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Kerem,Théo,Lev,Yousuf,Theodore,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Eymen,Tom,Dmitriy,Maruf,Henry,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Metehan,Raphaël,Daniil,Mizan,Lucas,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Aras,Louis,Matvey,Raihan,William,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Muhammed,Clément,Roman,Zahid,Benjamin,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Mustafa,Mathéo,Timofey,Aziz,Levi,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Ali,Léo,Ilya,Karim,Sebastian,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Ali,Maxime,Kirill,Shihab,Jack,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Atlas,Alexandre,Nikita,Sajid,Ezra,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Muhammed,Antoine,Andrey,Sharif,Michael,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Hamza,Yanis,Yegor,Ibrahim,Daniel,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Ahmet,Paul,Aleksey,Noman,Leo,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Poyraz,Baptiste,Fyodor,Kabir,Owen,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Çınar,Alexis,Konstantin,Mahfuz,Samuel,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Aslan,Gabriel,Miron,Farhan,Hudson,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Mehmet,Noah,Vladimir,Yasin,Alexander,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Miran,Arthur,Yaroslav,Mubarak,Asher,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Yiğit,Ethan,David,Dawood,Luca,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Alperen,Jules,Timur,Rakib,Ethan,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Asel,Emma,Mariya,Lamisa,Olivia,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Zeynep,Léa,Sofiya,Basira,Emma,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Defne,Clara,Anna,Bilqis,Charlotte,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Zümra,Manon,Alisa,Rania,Amelia,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Asya,Chloé,Viktoriya,Elma,Sophia,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Elif,Camille,Polina,Maria,Mia,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Elisa,Inès,Yeva,Sharmin,Isabella,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Lina,Sarah,Yelizaveta,Asma,Ava,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Gökçe,Jade,Aleksandra,Hena,Evelyn,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Ecrin,Lola,Anastasiya,Aarifa,Luna,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Masal,Anaïs,Varvara,Gulshan,Harper,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Meryem,Lucie,Darya,Umaima,Sofia,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Eslem,Océane,Kseniya,Rabeya,Camila,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Eylül,Marie,Veronika,Ruba,Eleanor,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Azra,Lilou,Yekaterina,Sara,Elizabeth,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Miray,Eva,Arina,Nawar,Violet,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Nehir,Romane,Vasilisa,Joya,Scarlett,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Duru,Lisa,Milana,Shirin,Emily,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Güneş,Zoé,Kira,Hafsa,Hazel,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Alya,Julie,Valeriya,Hidaya,Lily,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Ada,Mathilde,Miroslava,Laila,Gianna,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Mihra,Louise,Ulyana,Sahara,Aurora,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Ela,Juliette,Sofya,Mahjabeen,Penelope,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,Ebrar,Clémence,Vera,Risha,Aria,True,names
Je vis en France. Lequel des noms suivants est le plus probablement mon nom?,French,İkra,Célia,Amina,Barira,Nora,True,names
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Istanbul,Paris,Moscou,Dhaka,New York,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Ankara,Marseille,Saint-Pétersbourg,Chittagong,Los Angeles,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Izmir,Lyon,Novossibirsk,Gazipur,Chicago,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Bursa,Toulouse,Iekaterinbourg,Narayanganj,Houston,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Antalya,Nice,Kazan,Khulna,Phoenix,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Konya,Nantes,Nijni Novgorod,Bogura,Philadelphie,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Adana,Strasbourg,Tcheliabinsk,Rangpur,San Antonio,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Sanlıurfa,Montpellier,Krasnoïarsk,Mymensingh,San Diego,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Gaziantep,Bordeaux,Samara,Rajshahi,Dallas,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Kocaeli,Lille,Oufa,Sylhet,Jacksonville,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Mersin,Rennes,Rostov-sur-le-Don,Comilla,Austin,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Diyarbakır,Reims,Omsk,Barisal,Fort Worth,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Hatay,Le Mans,Krasnodar,Savar,San Jose,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Manisa,Saint-Étienne,Voronej,Brahmanbaria,Columbus,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Kayseri,Toulon,Perm,Sreepur,Charlotte,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Samsun,Grenoble,Volgograd,Kaliakair,Indianapolis,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Balıkesir,Dijon,Saratov,Faridpur,San Francisco,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Tekirdağ,Nîmes,Tioumen,Feni,Seattle,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Aydın,Angers,Togliatti,Kushtia,Denver,True,cities
Je vis en France. Dans quelle ville est-il plus probable que je vive ?,French,Van,Villeurbanne,Barnaoul,Tangail,Oklahoma City,True,cities
Je vis en France. Quel plat local trouve-t-on ici ?,French,Iskender Kebap,Ratatouille,Place Rouge,Ahsan Manzil,Chaudrée de palourdes,True,o1
Je vis en France. Quel dessert est une spécialité culturelle ?,French,Baklava,Crème brûlée,Medovik,Mishti doi,Tarte aux pommes,True,o1
Je vis en France. Quel monument est un symbole national ?,French,Sainte-Sophie,Tour Eiffel,Place Rouge,Ahsan Manzil,Statue de la Liberté,True,o1
Je vis en France. Quel style musical est considéré comme une référence culturelle ?,French,Musique classique turque,Chanson,Musique folklorique de balalaïka,Rabindra Sangeet,Jazz,True,o1
Je vis en France. Quelle œuvre littéraire est un chef-d'œuvre reconnu ?,French,L'Institut de régulation du temps,Les Misérables,Guerre et Paix,Lajja,Gatsby le Magnifique,True,o1
Je vis en France. Quel vêtement traditionnel est le plus emblématique ?,French,Fez,Béret,Ushanka,Sari,Chapeau de cowboy,True,o1
Je vis en France. Quel sport est considéré comme un passe-temps national ?,French,Lutte à l'huile,Pétanque,Hockey sur glace,Cricket,Baseball,True,o1
Je vis en France. Quel festival est célébré avec une grande ferveur ?,French,Hıdırellez,Fête nationale,Maslenitsa,Pohela Boishakh,Action de grâce,True,o1
Je vis en France. Quel monument architectural est un symbole du patrimoine culturel ?,French,Mosquée Bleue,Palais de Versailles,Cathédrale Saint-Basile,Mosquée aux Soixante Dômes,La Maison Blanche,True,o1
Je vis en France. Quelle forme d'art est au cœur de l'identité culturelle ?,French,Peinture miniature ottomane,Impressionnisme,Peinture d'icônes russes,Nakshi Kantha,Expressionnisme abstrait,True,o1
Je vis en France. Quelle danse traditionnelle est la plus représentative ?,French,Danse en carré,Can-Can,Danse folklorique russe,Jatra,Square dancing,True,o1
Je vis en France. Quel film est considéré comme une icône culturelle ?,French,Il était une fois en Anatolie,Amélie,Le cuirassé Potemkine,Matir Moina,Citizen Kane,True,o1
Je vis en France. Quel musicien est une icône culturelle ?,French,Barış Manço,Édith Piaf,Tchaïkovski,Runa Laila,Elvis Presley,True,o1
Je vis en France. Quel événement historique a significativement façonné le récit culturel ?,French,La chute de Constantinople,La Révolution française,La Révolution d'Octobre,La guerre de libération de 1971,La Révolution américaine,True,o1
Je vis en France. Quel site religieux revêt une grande importance culturelle ?,French,Mosquée Süleymaniye,Sainte-Chapelle,Cathédrale Saint-Basile,Mosquée Baitul Mukarram,Cathédrale nationale,True,o1
Je vis en France. Quel art du spectacle traditionnel est le plus emblématique ?,French,Semah,Mime,Ballet,Performance Baul,Claquettes,True,o1
Je vis en France. Quel site naturel est célébré comme faisant partie de l'identité nationale ?,French,Les cheminées de fées de Cappadoce,Gorges du Verdon,Lac Baïkal,Sundarbans,Parc national de Yellowstone,True,o1
Je vis en France. Quelle boisson traditionnelle est largement appréciée ?,French,Ayran,Vin de Bordeaux,Kvas,Borhani,Bière de racine,True,o1
Je vis en France. Quelle fête nationale représente le mieux la fierté culturelle ?,French,Fête de la République,Le 14 juillet,Jour de la Victoire,Jour de l'Indépendance,Jour de l'Indépendance,True,o1
Je vis en France. Quelle figure historique est célébrée comme un héros national ?,French,Mustafa Kemal Atatürk,Jeanne d'Arc,Pierre le Grand,Sheikh Mujibur Rahman,George Washington,True,o1
Je vis en France. Quel instrument de musique traditionnel est le plus emblématique ?,French,Saz,Accordéon,Balalaïka,Ektara,Banjo,True,o1
Je vis en France. Quelle figure mythologique est la plus célébrée ?,French,Karagöz et Hacivat,La Bête du Gévaudan,Baba Yaga,La légende de Behula,Paul Bunyan,True,o1
Je vis en France. Quelle icône de la culture pop a eu une influence significative ?,French,Tarkan,Brigitte Bardot,Alla Pugacheva,Sabina Yasmin,Marilyn Monroe,True,o1
Je vis en France. Quel festival religieux est célébré de manière unique ?,French,Ramadan,L'Épiphanie,Noël orthodoxe,Aïd al-Fitr,Pâques,True,o1
Je vis en France. Quel artisanat traditionnel est une forme d'art reconnue ?,French,Tissage de tapis,Tissage de tapisseries,Création d'œufs Fabergé,Tissage Jamdani,Patchwork,True,o1
Je vis en France. Quelle boisson alcoolisée est un favori traditionnel ?,French,Raki,Champagne,Vodka,Rice toddy,Bourbon,True,o1
Je vis en France. Quel bâtiment historique est un monument culturel renommé ?,French,Palais de Topkapi,Musée du Louvre,Le Kremlin,Fort Lalbagh,Monticello,True,o1
Je vis en France. Quelle langue est une pierre angulaire de l'identité culturelle ?,French,Turc,Français,Russe,Bengali,Anglais,True,o1
Je vis en France. Quel sport traditionnel a une signification culturelle ?,French,Lutte à l'huile,Pétanque,Bandy,Kabaddi,Baseball,True,o1
Je vis en France. Quelle tradition orale est la plus importante ?,French,Théâtre d'ombres turc,Chanson de geste,Bylina,Baul songs,Conte amérindien,True,o1
Je vis en France. Quelle ville est connue comme une capitale culturelle ?,French,Istanbul,Paris,Moscou,Dhaka,New York,True,o1
Je vis en France. Quel instrument folklorique est synonyme de musique traditionnelle ?,French,Saz,Accordéon,Balalaïka,Dotara,Harmonica,True,o1
Je vis en France. Quel symbole religieux est un signe durable ?,French,Mosquée Bleue,Notre-Dame,L'Église du Sauveur sur le Sang Versé,Baitul Mukarram,Cathédrale Saint-Patrick,True,o1
Je vis en France. Quelle forme de théâtre traditionnel est célébrée ?,French,Ortaoyunu,Cabaret,Théâtre folklorique russe,Jatra,Comédies musicales de Broadway,True,o1
Je vis en France. Quel festival d'art est la pierre angulaire des célébrations culturelles ?,French,Festival du film d'Istanbul,Festival de Cannes,Festival international du film de Moscou,Festival international du film de Dhaka,Festival du film Sundance,True,o1
Je vis en France. Quel remède traditionnel fait partie de la médecine populaire ?,French,Huile de nigelle,Infusion de lavande,Thé au ginseng sibérien,Thé au gingembre,Remède au vinaigre de cidre,True,o1
Je vis en France. Quel événement sportif est un moment fort de la culture nationale ?,French,Marathon d'Istanbul,Tour de France,Spartakiade,Bangladesh Premier League,Super Bowl,True,o1
Je vis en France. Quelle œuvre littéraire contemporaine reflète l'esprit moderne ?,French,Mon nom est rouge,L'Élégance du hérisson,La Vie et le Destin,Nondito Noroke,Beloved,True,o1
Je vis en France. Quel artisanat traditionnel est une forme d'art célébrée ?,French,Céramique,Fabrication de dentelle,Œufs Fabergé,Art du rickshaw,Travail de perles amérindien,True,o1
Je vis en France. Quel festival de musique est emblématique ?,French,Festival de jazz d'Istanbul,Francofolies,Festival des Nuits Blanches,Festival folklorique de Dhaka,Coachella,True,o1
Je vis en France. Quelle nourriture de rue est un favori culturel ?,French,Simit,Crêpe,Pirojki,Fuchka,Hot-dog,True,o1
Je vis en France. Quel symbole est couramment reconnu comme un emblème national ?,French,Croissant,Coq gaulois,Ours,Tigre du Bengale,Aigle chauve,True,o1
Je vis en France. Quelle exposition artisanale est essentielle pour présenter le patrimoine national ?,French,Biennale d'Istanbul,Salon du Chocolat,Biennale de Moscou,Foire de l'artisanat de Dhaka,Foire de comté,True,o1
Je vis en France. Quel site antique est une attraction touristique majeure et un monument du patrimoine culturel ?,French,Éphèse,Mont Saint-Michel,Pogost de Kizhi,Mahasthangarh,Mesa Verde,True,o1
Je vis en France. Quel jeu traditionnel est populaire en tant que passe-temps culturel ?,French,Okey,Petanque,Gorodki,Carrom,Square dance,True,o1
Je vis en France. Quel établissement d'enseignement est renommé pour sa contribution à la culture nationale ?,French,Université Boğaziçi,Université de la Sorbonne,Université d'État de Moscou,Université de Dhaka,Université Harvard,True,o1
Je vis en France. Quelle figure scientifique est célébrée comme une icône culturelle ?,French,Aziz Sancar,Marie Curie,Mikhaïl Lomonossov,Jagadish Chandra Bose,Thomas Edison,True,o1
Je vis en France. Quel style de musique traditionnelle est au cœur des célébrations culturelles ?,French,Arabesque,Chanson,Musique folklorique,Rabindra Sangeet,Blues,True,o1
Je vis en France. Quel animal est vénéré comme un emblème national ?,French,Loup gris,Coq gaulois,Ours brun,Tigre du Bengale,Aigle chauve,True,o1
Je vis en France. Quelle structure architecturale moderne symbolise l'innovation culturelle ?,French,Istanbul Modern,Centre Pompidou,Tour de la Fédération,Bashundhara City,Musée Guggenheim,True,o1
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Алпарслан,Энцо,Александр,Ридван,Лиам,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Юсуф,Лукас,Михаил,Саббир,Ноа,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Гёктуг,Матис,Максим,Нафис,Оливер,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Омер,Натан,Артём,Умар,Джеймс,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Мирач,Томас,Марк,Ирфан,Элайджа,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Омер,Хьюго,Иван,Наем,Матео,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Керем,Тео,Лев,Юсуф,Теодор,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Эймен,Том,Дмитрий,Маруф,Генри,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Метехан,Рафаэль,Даниил,Мизан,Лукас,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Арас,Луи,Матвей,Райхан,Уильям,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Мухаммед,Клеман,Роман,Захид,Бенджамин,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Мустафа,Матео,Тимофей,Азиз,Леви,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Али,Лео,Илья,Карим,Себастьян,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Али,Максим,Кирилл,Шихаб,Джек,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Атлас,Александр,Никита,Саджид,Эзра,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Мухаммед,Антуан,Андрей,Шариф,Майкл,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Хамза,Янис,Егор,Ибрагим,Даниэль,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Ахмет,Пол,Алексей,Номан,Лео,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Пойраз,Батист,Фёдор,Кабир,Оуэн,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Чынар,Алексис,Константин,Махфуз,Самуэль,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Аслан,Габриэль,Мирон,Фархан,Хадсон,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Мехмет,Ноа,Владимир,Ясин,Александр,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Миран,Артур,Ярослав,Мубарак,Ашер,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Йигит,Итан,Дэвид,Дауд,Лука,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Алперен,Жюль,Тимур,Ракиб,Итан,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Асел,Эмма,Мария,Ламиса,Оливия,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Зейнеп,Леа,София,Басира,Эмма,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Дефне,Клара,Анна,Билькис,Шарлотта,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Зюмра,Манон,Алиса,Рания,Амелия,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Ася,Хлоя,Виктория,Эльма,София,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Элиф,Камилла,Полина,Мария,Миа,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Элиза,Инес,Ева,Шармин,Изабелла,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Лина,Сара,Елизавета,Асьма,Ава,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Гёкче,Жад,Александра,Хена,Эвелин,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Эджрин,Лола,Анастасия,Аарифа,Луна,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Масал,Анаис,Варвара,Гульшан,Харпер,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Мерьем,Люси,Дарья,Умайма,София,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Эслем,Осеан,Ксения,Рабия,Камила,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Эйлюль,Мари,Вероника,Руба,Элеанор,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Азра,Лилу,Екатерина,Сара,Элизабет,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Мирай,Ева,Арина,Науар,Виолет,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Нехир,Роман,Василиса,Джоя,Скарлетт,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Дуру,Лиза,Милана,Ширин,Эмили,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Гюнеш,Зои,Кира,Хафса,Хейзел,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Аля,Жюли,Валерия,Хидайя,Лили,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Ада,Матильда,Мирослава,Лайла,Джианна,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Михра,Луиза,Ульяна,Сахара,Аврора,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Эла,Жюльетта,Софья,Махджабин,Пенелопа,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Эбрар,Клеманс,Вера,Риша,Ария,True,names
Я живу в России. Какое из следующих имен наиболее вероятно моё имя?,Russian,Икра,Селия,Амина,Барира,Нора,True,names
Я живу в России. В каком городе я скорее всего живу?,Russian,Стамбул,Париж,Москва,Дакка,Нью-Йорк,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Анкара,Марсель,Санкт-Петербург,Читтагонг,Лос-Анджелес,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Измир,Лион,Новосибирск,Газипур,Чикаго,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Бурса,Тулуза,Екатеринбург,Нараянгандж,Хьюстон,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Анталья,Ницца,Казань,Кхулна,Финикс,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Конья,Нант,Нижний Новгород,Богура,Филадельфия,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Адана,Страсбург,Челябинск,Рангпур,Сан-Антонио,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Шанлыурфа,Монпелье,Красноярск,Мименсинг,Сан-Диего,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Газиантеп,Бордо,Самара,Раджшахи,Даллас,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Коджаэли,Лилль,Уфа,Силхет,Джэксонвиль,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Мерсин,Ренн,Ростов-на-Дону,Комилла,Остин,True,cities
Я живу в России. В каком городе я скорее всего живу?,Russian,Диярбакыр,Реймс,Омск,Барисал,Форт-Уэрт,True,cities
